milis,posisi_target,posisi_bola
90022,16,16
90133,16,16
90244,16,16
90355,16,16
90466,16,16
90576,16,16
90687,16,16
90799,16,16
90909,16,16
91020,16,16
91131,16,16
91242,16,16
91353,16,16
91464,16,16
91575,16,16
91685,16,16
91796,16,16
91908,16,16
92018,16,16
92129,16,16
92240,16,15
92350,16,9
92460,16,4
92568,16,1
92677,16,4
92785,16,2
92894,16,4
93003,16,9
93114,16,16
93225,16,19
93337,16,23
93450,16,23
93562,16,23
93674,16,22
93787,16,22
93898,16,22
94010,16,22
94123,16,22
94234,16,22
94346,16,22
94458,16,22
94570,16,22
94682,16,22
94794,16,22
94906,16,21
95017,16,20
95129,16,20
95241,16,18
95352,16,18
95464,16,17
95575,16,16
95686,16,16
95797,16,16
95907,16,16
96019,16,15
96130,16,15
96240,16,15
96351,16,15
96462,16,15
96573,16,15
96684,16,15
96794,16,15
96906,16,15
97016,16,15
97127,16,15
97238,16,15
97349,16,15
97460,16,15
97570,16,15
97681,16,15
97793,16,15
97903,16,15
98014,16,15
98124,16,15
98236,16,15
98347,16,15
98457,16,15
98568,16,15
98678,16,15
98790,16,15
98900,16,15
99011,16,15
99122,16,15
99233,16,15
99344,16,16
99454,16,15
99566,16,16
99677,16,16
99787,16,16
99898,16,16
100009,16,16
100120,16,16
100231,16,16
100341,16,16
100453,16,16
100563,16,16
100674,16,16
100786,16,16
100896,16,16
101007,16,16
101117,16,16
101229,16,16
101340,16,16
101450,16,16
101562,16,16
101672,16,16
101783,16,16
101895,16,16
102005,16,16
102116,16,16
102226,16,16
102338,16,16
102449,16,16
102559,16,16
102671,16,16
102781,16,16
102892,16,16
103003,16,16
103114,16,16
103225,16,16
103335,16,15
103446,16,13
103557,16,9
103666,16,3
103775,16,2
103883,16,2
103992,16,2
104100,16,3
104210,16,7
104320,16,12
104431,16,16
104543,16,23
104655,16,24
104768,16,23
104881,16,23
104993,16,22
105105,16,21
105217,16,22
105329,16,21
105441,16,21
105552,16,21
105665,16,21
105777,16,21
105888,16,21
106001,16,21
106113,16,21
106224,16,21
106337,16,21
106448,16,20
106560,16,18
106672,16,15
106782,16,10
106892,16,6
107000,16,2
107109,16,2
107217,16,4
107326,16,3
107436,16,2
107544,16,2
107653,16,5
107762,16,10
107874,16,17
107985,16,23
108098,16,23
108210,16,22
108322,16,22
108435,16,23
108548,16,24
108659,16,23
108772,16,23
108884,16,23
108996,16,23
109109,16,23
109221,16,23
109333,16,23
109446,16,23
109558,16,23
109671,16,23
109783,16,22
109895,16,22
110007,16,20
110118,16,19
110230,16,17
110342,16,16
110452,16,16
110563,16,15
110674,16,13
110785,16,14
110896,16,14
111006,16,15
111118,16,16
111228,16,15
111339,16,15
111450,16,15
111561,16,15
111672,16,15
111782,16,15
111893,16,15
112005,16,15
112115,16,15
112226,16,15
112336,16,15
112448,16,15
112559,16,15
112669,16,15
112780,16,15
112891,16,16
113002,16,16
113114,16,16
113224,16,16
113335,16,16
113445,16,16
113557,16,15
113668,16,15
113779,16,15
113890,16,15
114000,16,15
114112,16,15
114223,16,15
114333,16,15
114445,16,15
114555,16,15
114666,16,15
114778,16,16
114888,16,16
115000,16,16
115110,16,16
115221,16,16
115333,16,16
115443,16,18
115555,16,19
115667,16,20
115779,16,21
115891,16,21
116003,16,21
116115,16,20
116227,16,20
116338,16,20
116450,16,20
116561,16,20
116674,16,20
116786,16,20
116897,16,20
117009,16,20
117121,16,20
117233,16,20
117345,16,20
117456,16,20
117568,16,20
117680,16,20
117791,16,20
117904,16,19
118014,16,18
118126,16,16
118237,16,14
118347,16,11
118458,16,8
118566,16,5
118676,16,5
118786,16,6
118895,16,8
119005,16,10
119115,16,14
119226,16,15
119337,16,17
119448,16,16
119560,16,17
119671,16,18
119782,16,17
119894,16,18
120005,16,18
120117,16,18
120227,16,18
120339,16,18
120451,16,18
120562,16,18
120673,16,18
120784,16,18
120896,16,18
121008,16,18
121118,16,18
121230,16,18
121341,16,18
121453,16,18
121564,16,18
121675,16,18
121787,16,18
121899,16,18
122009,16,18
122121,16,18
122232,16,18
122344,16,17
122455,16,16
122566,16,16
122677,16,16
122788,16,15
122899,16,14
123010,16,12
123119,16,11
123230,16,9
123339,16,10
123450,16,11
123559,16,12
123670,16,13
123782,16,13
123892,16,15
124003,16,15
124113,16,15
124225,16,15
124336,16,15
124447,16,15
124558,16,15
124668,16,15
124779,16,15
124891,16,15
125001,16,15
125113,16,15
125223,16,15
125334,16,15
125446,16,15
125556,16,15
125667,16,15
125778,16,15
125889,16,15
126000,16,15
126111,16,15
126222,16,15
126332,16,15
126444,16,15
126555,16,15
126666,16,15
126777,16,15
126887,16,15
126998,16,15
127110,16,15
127220,16,15
127331,16,15
127442,16,15
127553,16,15
127664,16,15
127775,16,15
127886,16,15
127996,16,15
128108,16,15
128219,16,15
128329,16,15
128440,16,15
128551,16,15
128662,16,15
128773,16,15
128884,16,15
128995,16,15
129105,16,15
129217,16,15
129328,16,15
129438,16,15
129549,16,15
129660,16,15
129771,16,15
129882,16,16
129993,16,17
130105,16,17
130215,16,18
130327,16,21
130440,16,22
130552,16,23
130665,16,24
130777,16,23
130889,16,23
131001,16,23
131113,16,22
131225,16,21
131338,16,20
131449,16,19
131561,16,19
131673,16,18
131783,16,17
131895,16,16
132006,16,17
132117,16,17
132229,16,17
132340,16,17
132451,16,17
132562,16,17
132673,16,17
132785,16,17
132896,16,17
133007,16,17
133118,16,17
133230,16,17
133341,16,17
133452,16,17
133564,16,17
133675,16,17
133786,16,17
133897,16,17
134008,16,17
134120,16,17
134231,16,17
134342,16,17
134454,16,17
134564,16,17
134676,16,17
134787,16,17
134898,16,17
135010,16,17
135120,16,17
135232,16,17
135344,16,17
135454,16,17
135566,16,17
135677,16,17
135788,16,17
135900,16,17
136010,16,17
136122,16,17
136233,16,17
136344,16,17
136456,16,17
136567,16,17
136678,16,17
136790,16,17
136900,16,17
137012,16,17
137123,16,17
137234,16,17
137346,16,17
137456,16,17
137568,16,16
137679,16,17
137790,16,17
137902,16,16
138012,16,15
138123,16,13
138233,16,11
138343,16,8
138452,16,7
138562,16,7
138672,16,8
138781,16,8
138892,16,9
139001,16,11
139112,16,14
139224,16,15
139334,16,15
139445,16,16
139556,16,16
139667,16,15
139778,16,15
139888,16,15
140000,16,15
140110,16,15
140221,16,15
140333,16,15
140443,16,15
140554,16,15
140664,16,15
140776,16,15
140887,16,15
140997,16,15
141108,16,15
141219,16,15
141330,16,15
141441,16,15
141551,16,15
141663,16,16
141773,16,16
141884,16,15
141996,16,15
142106,16,15
142217,16,15
142328,16,15
142439,16,15
142551,16,15
142661,16,15
142772,16,15
142883,16,15
142994,16,15
143105,16,15
143216,16,15
143327,16,15
143437,16,15
143549,16,15
143660,16,15
143771,16,15
143882,16,15
143992,16,15
144104,16,15
144215,16,15
144325,16,15
144437,16,16
144547,16,16
144659,16,16
144770,16,16
144881,16,18
144993,16,20
145104,16,21
145216,16,22
145329,16,22
145440,16,22
145552,16,22
145665,16,22
145776,16,22
145889,16,22
146000,16,22
146113,16,22
146225,16,22
146337,16,21
146449,16,20
146561,16,20
146672,16,18
146784,16,16
146894,16,16
147005,16,14
147116,16,12
147226,16,10
147336,16,10
147446,16,10
147556,16,9
147666,16,12
147777,16,12
147888,16,14
147998,16,16
148110,16,16
148220,16,16
148331,16,16
148443,16,16
148553,16,16
148664,16,16
148775,16,16
148886,16,16
148997,16,16
149108,16,16
149219,16,16
149329,16,16
149440,16,16
149552,16,16
149662,16,16
149773,16,16
149884,16,16
149995,16,16
150106,16,16
150217,16,16
150328,16,16
150438,16,16
150550,16,16
150661,16,16
150771,16,16
150882,16,16
150993,16,16
151104,16,16
151215,16,16
151326,16,16
151437,16,16
151547,16,16
151658,16,16
151770,16,16
151880,16,16
151991,16,16
152102,16,16
