15441,16,0
15469,16,0
15497,16,0
15521,16,0
15549,16,0
15572,16,0
15600,16,0
15629,16,0
15652,16,0
15680,16,0
15704,16,0
15732,16,0
15756,16,0
15783,16,0
15811,16,0
15836,16,0
15863,16,0
15887,16,0
15915,16,0
15939,16,0
15967,16,0
15990,16,0
16018,16,0
16043,16,0
16070,16,0
16094,16,0
16121,16,0
16146,16,0
16174,16,0
16197,16,0
16225,16,0
16253,16,0
16277,16,0
16305,16,0
16328,16,0
16357,16,0
16380,16,0
16408,16,0
16432,16,0
16460,16,0
16484,16,0
16512,16,0
16536,16,0
16564,16,0
16587,16,0
16615,16,0
16640,16,0
16667,16,0
16691,16,0
16718,16,0
16743,16,0
16771,16,0
16794,16,0
16822,16,0
16846,16,0
16874,16,0
16898,16,0
16925,16,0
16950,16,0
16977,16,0
17001,16,0
17029,16,0
17053,16,0
17081,16,0
17104,16,0
17132,16,0
17157,16,0
17184,16,0
17208,16,0
17235,16,0
17260,16,0
17288,16,0
17311,16,0
17339,16,0
17363,16,0
17391,16,0
17415,16,0
17442,16,0
17467,16,0
17495,16,0
17518,16,0
17547,16,0
17570,16,0
17598,16,0
17622,16,0
17650,16,0
17674,16,0
17701,16,0
17725,16,0
17754,16,0
17781,16,0
17805,16,0
17832,16,0
17857,16,0
17885,16,0
17908,16,0
17936,16,0
17960,16,0
17988,16,0
18016,16,0
18039,16,0
18068,16,0
18092,16,0
18119,16,0
18143,16,0
18171,16,0
18195,16,0
18223,16,0
18246,16,0
18275,16,0
18302,16,0
18330,16,0
18354,16,0
18382,16,0
18406,16,0
18434,16,0
18461,16,0
18486,16,0
18513,16,0
18537,16,0
18565,16,0
18593,16,0
18617,16,0
18644,16,0
18668,16,0
18697,16,0
18720,16,0
18748,16,0
18776,16,0
18803,16,0
18832,16,0
18855,16,0
18883,16,0
18908,16,0
18935,16,0
18963,16,0
18991,16,0
19018,16,0
19043,16,0
19070,16,0
19094,16,0
19122,16,0
19146,16,0
19174,16,0
19197,16,0
19225,16,0
19250,16,0
19277,16,0
19301,16,0
19329,16,0
19353,16,0
19381,16,0
19404,16,0
19432,16,0
19457,16,0
19484,16,0
19508,16,0
19536,16,0
19560,16,0
19588,16,0
19615,16,0
19643,16,0
19667,16,0
19695,16,0
19723,16,0
19750,16,0
19779,16,0
19803,16,0
19830,16,0
19854,16,0
19883,16,0
19906,16,0
19934,16,0
19961,16,0
19986,16,0
20014,16,0
20037,16,0
20065,16,0
20089,16,0
20117,16,0
20145,16,0
20172,16,0
20197,16,0
20225,16,0
20252,16,0
20280,16,0
20304,16,0
20332,16,0
20356,16,0
20383,16,0
20408,16,0
20435,16,0
20459,16,0
20487,16,0
20515,16,0
20543,16,0
20567,16,0
20594,16,0
20622,16,0
20646,16,0
20674,16,0
20698,16,0
20726,16,0
20754,16,0
20777,16,0
20805,16,0
20830,16,0
20857,16,0
20881,16,0
20909,16,0
20933,16,0
20961,16,0
20988,16,0
21012,16,0
21041,16,0
21064,16,0
21092,16,0
21120,16,0
21147,16,0
21176,16,0
21199,16,0
21227,16,0
21255,16,0
21283,16,0
21307,16,0
21335,16,0
21362,16,0
21387,16,0
21414,16,0
21442,16,0
21470,16,0
21498,16,0
21522,16,0
21550,16,0
21573,16,0
21602,16,0
21625,16,0
21653,16,0
21681,16,0
